seqname,tax_id
A00003672,g__Leptonema
A00003673,g__Shewanella
A00003670,g__Chlamydia
A00003671,g__Staphylococcus
A00003678,g__Spirochaeta
A00001195,g__Bacillus
A00003188,g__Vibrio
A00003189,g__Clostridium
A00003180,g__Rhizobium
A00003181,g__Escherichia
A00003182,g__Propionibacterium
A00003183,g__Candidatus_Pelagibacter
A00003184,g__Coxiella
A00003185,g__Slackia
A00003186,f__Beijerinckiaceae
A00003187,g__Leuconostoc
A00001193,g__Amycolatopsis
A00004360,g__Pasteurella
A00000372,g__Bacillus
A00000373,g__Bacillus
A00000370,g__Agrobacterium
A00000371,g__Agrobacterium
A00000376n0,g__Ehrlichia
A00000376n1,g__Ehrlichia
A00000377,g__Ehrlichia
A00000374n0,g__Corynebacterium
A00000374n1,g__Corynebacterium
A00000375n0,g__Ehrlichia
A00000375n1,g__Ehrlichia
A00000378,g__Pseudomonas
A00000379,g__Rhodopseudomonas
A00001357,g__Rothia
A00001356,g__Riemerella
A00001355,g__Rhodopseudomonas
A00001354,f__Hyphomicrobiaceae
A00001353,g__Rhodococcus
A00001352,g__Rahnella
A00001351,g__Pseudoxanthomonas
A00001350,g__Pseudomonas
A00004189,g__Olivibacter
A00004188,g__Paenibacillus
A00001359,g__Staphylococcus
A00001358,g__Ruminococcuse1
A00000516,g__Rhizobium
A00000517,g__Rhodobacter
A00000514,g__Pyrobaculum
A00000515,g__Cupriavidus
A00000512,g__Pseudomonas
A00000513,g__Psychrobacter
A00000510,g__Pseudomonas
A00000511,g__Pseudomonas
A00000518,g__Roseiflexus
A00000519,g__Salinispora
A00005588,g__Mycobacterium
A00005589,g__Escherichia
A00005586,g__Escherichia
A00005587,g__Escherichia
A00005584,g__Bartonella
A00005585,g__Brucella
A00005582,g__Fischerella
A00005583,g__Streptococcus
A00005580,g__Salinispora
A00005581,g__Pseudanabaena
A00004329,g__Acetobacter
A00004328,g__Brucella
A00001139,g__Acetobacter
A00001138,g__Acetobacter
A00004321,g__Erysipelatoclostridium
A00004320,o__Flavobacteriales
A00004323,g__Shewanella
A00001130,g__Thiomonas
A00004325,g__Tannerella
A00001136,f__Flavobacteriaceae
A00001135,g__Yersinia
A00001134,g__Xenorhabdus
A00005328,g__Enterococcus
A00002449,g__Streptococcus
A00002118,g__Prevotella
A00002114,g__Sinorhizobium_Ensifer
A00002115,g__Streptococcus
A00002116,g__Actinomyces_1
A00002117,g__Staphylococcus
A00005326,g__Lysinibacillus
A00002111,g__Sinorhizobium_Ensifer
A00002112,f__Halobacteroidaceae
A00002113,g__Bacillus
A00003863,g__Salinispora
A00003862,g__Bacillus
A00003861,g__Peptostreptococcus
A00003860n0,g__Thioalkalivibrio
A00003860n1,g__Thioalkalivibrio
A00003867,g__Rhodobacter
A00003866,g__Salmonella
A00003865,g__Oribacterium
A00003864,g__Escherichia
A00003869,g__Streptococcus
A00003868,g__Rhizobium
A00003725,f__Promicromonosporaceae
A00003723,g__Escherichia
A00003249,g__Streptococcus
A00003248,f__Lachnospiraceae
A00003247,g__Klebsiella
A00003246,g__Acetobacter
A00003245,g__Thioalkalimicrobium
A00003243,g__Erysipelatoclostridium
A00003242,g__Streptococcus
A00003241,f__[Acetivibrionaceae]
A00003240,g__Neisseria
A00001485,g__Clostridium
A00001484,g__Chlamydophila
A00001489,f__Oxalobacteraceae
A00001488,f__Lachnospiraceae
A00002460,g__Listeria
A00002461,g__Gemella
A00005302,g__Gordonia
A00000743,g__Salmonella
A00000742,g__Salmonella
A00000741,g__Salmonella
A00000740,g__Rhodopseudomonas
A00000747,g__Staphylococcus
A00000746,g__Salmonella
A00000745,g__Salmonella
A00000744,g__Salmonella
A00002464,g__Roseovarius
A00000749,g__Stenotrophomonas
A00000748,g__Stenotrophomonas
A00002465,g__Marinomonas
A00002466,g__Desulfosporosinus
A00002467,g__Maritimibacter
A00005308,g__Citrobacter
A00005309,g__Salmonella
A00001832,s__periodonticum
A00004666,g__Gordonia
A00004667,g__Gordonia
A00004660,g__Thioalkalivibrio
A00001837,g__Thermotoga
A00001834,s__nucleatum
A00001835,s__nucleatum
A00001838,c__Oxyphotobacteria
A00001839,g__Prevotella
A00004668,g__Thioalkalivibrio
A00004669,g__Thioalkalivibrio
A00002802,g__Enterococcus
A00002800,g__Lactobacillus
A00002801,g__Prevotella
A00005137,g__Actinomadura
A00005136,g__Bacillus
A00005135,g__Mycobacterium
A00005134,g__Methylobacterium
A00005133,g__Hymenobacter
A00005132,o__Oceanospirillales
A00005131,g__Loktanella
A00005130,g__Massilia
A00005139,g__Enterococcus
A00005138,g__Nocardioides
A00001656,f__Flavobacteriaceae
A00001657,g__Chlorobium
A00001654,g__Campylobacter
A00001652,g__Campylobacter
A00001653,g__Campylobacter
A00001650,g__Campylobacter
A00001651,g__Campylobacter
A00001658,g__Crocosphaera
A00001659,g__Desulfuromonas
A00002879,g__Propionibacterium
A00002878,g__Bacillus
A00002873,f__Promicromonosporaceae
A00002872,f__Methylophilaceae
A00002871,g__Ectothiorhodospira
A00002870,g__Actinobacillus
A00002877,g__Clostridium
A00002876,g__Eggerthella
A00002875,g__Francisella
A00002874,g__Burkholderia
A00002805,g__Paenibacillus
A00003478,g__Staphylococcus
A00003479,g__Leptospira
A00003470,g__Yersinia
A00003471,g__Alcanivorax
A00003472,g__Rickettsia
A00003473,g__Yersinia
A00003474,g__Burkholderia
A00003475,g__Mycobacterium
A00003476,g__Brachyspira
A00003477,g__Novosphingobium
A00002309,g__Listeria
A00002308,g__Burkholderia
A00002301,g__Succinatimonas
A00002300,f__Veillonellaceae
A00002303,g__Escherichia
A00002302,g__Rhodanobacter
A00002305,g__Selenomonas
A00002304,g__Rickettsia
A00002307,g__Rhodospirillum
A00002306,f__Pseudoalteromonadaceae
A00003658,g__Gardnerella
A00003659,g__Bifidobacterium
A00003654,g__Enterococcus
A00003655,f__Chromatiaceae
A00003656,g__Mycobacterium
A00003657,g__Streptococcus
A00003650,g__Dialister
A00003651,f__Chromatiaceae
A00003652,g__Propionibacterium
A00003653,g__Photobacterium
A00005491,g__Staphylococcus
A00005275,g__Marinobacter
A00000350,g__Pyrococcus
A00000351,g__Pyrococcus
A00000352,g__Sulfolobus
A00000354,g__Sulfolobus
A00000355,g__Thermococcus
A00000356,g__Thermoplasma
A00000357,g__Thermoplasma
A00000686,g__Yersinia
A00000687,g__Thermotoga
A00000684,g__Xylella
A00000685,g__Xylella
A00000682,g__Pyrobaculum
A00000683,g__Ureaplasma
A00000680,g__Thermoanaerobacter
A00000681,g__Thermoanaerobacter
A00000688,g__Acidithiobacillus
A00000689,g__Acinetobacter
A00000538,g__Bacillus
A00000539,g__Bacillus
A00000534,g__Alkaliphilus
A00000535,g__Anaeromyxobacter
A00000536,g__Arcobacter
A00000537,g__Bacillus
A00000530,g__Vibrio
A00000531,g__Yersinia
A00000532,g__Methanocella
A00000533,f__Pasteurellaceae
A00001339,g__Neisseria
A00001338,f__Entomoplasmataceae
A00001335,g__Mycoplasma
A00001334,g__Mycobacterium
A00001337,g__Ureaplasma
A00001336,g__Mycoplasma
A00001331,f__Methanobacteriaceae
A00001330,g__Mesorhizobium
A00001333,g__Micromonospora
A00001332,g__Methylovorus
A00002688,g__Peptoniphilus
A00002689,g__Ruminococcus
A00002684,g__Finegoldia
A00002685,g__Acinetobacter
A00002686,g__Bifidobacterium
A00002687,g__Lactobacillus
A00002680,g__Salmonella
A00002681,g__Anaplasma
A00002682,g__Methyloversatilis
A00002683,g__Bacillus
A00000828,g__Salmonella
A00000829,g__Shewanella
A00000822,g__Mycobacterium
A00000823,g__Pseudomonas
A00000820,g__Methylobacterium
A00000821,g__Methylocella
A00000826,f__Rhodospirillales
A00000827,g__Salmonella
A00000824,g__Rhizobium
A00000825,g__Rhodobacter
A00001483,g__Chlamydophila
A00001482,g__Chlamydia
A00001481,g__Carnobacterium
A00001480,g__Capnocytophaga
A00001487,f__Lachnospiraceae
A00001486,g__Clostridium
A00004309,g__Lactobacillus
A00004308,g__Mycobacterium
A00004307,g__Vibrio
A00004306,g__Peptoclostridium
A00004305,g__Flavobacterium
A00004304,g__Methyloversatilis
A00004303,g__Peptoclostridium
A00004302,o__Rhizobiales
A00004301,g__Vibrio
A00004300,g__Spirochaeta
A00005300,g__Bacteroides
A00005301,f__Alcaligenaceae
A00005303,g__Pseudomonas
A00005304,g__Leptospira
A00005305,g__Salmonella
A00005306,g__Salmonella
A00005307,g__Xanthomonas
A00002468,g__Actinobacillus
A00002469,f__Lactobacillaceae
A00002746,g__Bacillus
A00003225,g__Lachnoclostridium
A00003224,f__Isosphaeraceae
A00003227,g__Teredinibacter
A00003226,o__Oceanospirillales
A00003221,g__Borrelia
A00003220,g__Peptoclostridium
A00003223,g__Mycobacterium
A00003222,g__Pseudomonas
A00003229,g__Gluconacetobacter
A00003228,g__Blattabacterium
A00000920,g__Corynebacterium
A00004949,f__Pseudanabaenaceae
A00004948,g__Thioalkalivibrio
A00004941,g__Enterococcus
A00004940,g__Enterococcus
A00004943,g__Acinetobacter
A00004942,g__Enterococcus
A00004944,g__Enterobacter
A00004947,g__Lactococcus
A00004946,g__Streptococcus
A00000404,g__Francisella
A00000405,f__Flavobacteriaceae
A00000406,f__Ectothiorhodospiraceae
A00002565,g__Candidatus_Kuenenia
A00000407,g__Lactobacillus
A00002564,g__Paenibacillus
A00000400,c__Gammaproteobacteria
A00002567,g__Escherichia
A00000401,g__Chlorobium
A00001818,g__Mycoplasma
A00001819,o__Chlamydiales
A00002566,f__Lachnospiraceae
A00000402,g__Clostridium
A00001810,g__Bacteroides
A00001811,g__Campylobacter
A00001812,g__Campylobacter
A00001813,g__Anabaena_Nostoc
A00001814,g__Desulfovibrio
A00001815,s__nucleatum
A00001816,g__Hydrogenobaculum
A00001817,s__goodfellowii
A00002563,g__Corynebacterium
A00002562,g__Yersinia
A00004263,g__Oligella
A00002569,g__Wolbachia
A00002568,g__Crocosphaera
A00005159,g__Sinorhizobium_Ensifer
A00005158,g__Hirschia
A00005155,g__Methylotenera
A00005154,g__Microbacterium
A00005157,g__Thioalkalivibrio
A00005156,g__Ancylobacter
A00005151,g__Leptospira
A00005150,g__Anabaena_Nostoc
A00005153,g__Flavobacterium
A00005152,g__Variovorax
A00001678,g__Crocosphaera
A00001679,g__Algoriphagus
A00001674,f__Synechococcaceae
A00001675,f__Phormdiaceae
A00001676,g__Anabaena_Nostoc
A00001677,f__Cytophagaceae
A00001670,g__Desulfurivibrio
A00001671,g__Stigmatella
A00001672,g__Mariprofundus
A00001673,f__Synechococcaceae
A00002891,g__Yersinia
A00002890,g__Enterobacter
A00002893,g__Anaerococcus
A00002892,f__Dermatophilaceae
A00002895,g__Nocardia
A00002894,g__Bifidobacterium
A00002897,g__Burkholderia
A00002896,f__Deferribacteraceae
A00002898,g__Cytophaga
A00001014,f__Halobacteriaceae
A00002099,g__Staphylococcus
A00002098,g__Campylobacter
A00002091,g__Mycobacterium
A00002090,g__Escherichia
A00002093,g__Ralstonia
A00002092,g__Marinobacter
A00002095,f__Aerococcaceae
A00002094,g__Campylobacter
A00002097,g__Campylobacter
A00003418,g__Corynebacterium
A00003419,g__Campylobacter
A00003416,g__Anaerococcus
A00003414,g__Sediminibacterium
A00003415,f__Xanthomonadaceae
A00003412,g__Teredinibacter
A00003413,g__Mycoplasma
A00003410,g__Providencia
A00003411,g__Bacillus
A00002329,g__Mycoplasma
A00002328,g__Oenococcus
A00002327,g__Marinomonas
A00002326,f__Cryomorphaceae
A00002325,g__Clostridium
A00002324,g__Selenomonas
A00002323,g__Staphylococcus
A00002322,g__Streptomyces
A00002321,g__Pseudomonas
A00002320,g__Mesorhizobium
C00000185,p__Nanoarchaeota
C00000184,p__Nanoarchaeota
A00004547,g__Ferrimonas
A00000338,f__Halobacteriaceae
A00000339,f__Halobacteriaceae
A00000336,f__Sulfolobaceae
A00000337,g__Archaeoglobus
A00000334,g__Yersinia
A00000335,g__Zymomonas
A00000332,g__Yersinia
A00000333,g__Yersinia
A00000330,g__Yersinia
A00000331,g__Yersinia
A00001313,g__Geobacillus
A00001312,g__Geobacillus
A00001311,g__Gardnerella
A00001310,g__Frankia
A00001317,g__Halanaerobium
A00001316,g__Haemophilus
A00001315,g__Haemophilus
A00001314,g__Geobacter
A00004149,g__Corynebacterium
A00004148,g__Enterococcus
A00001319,g__Helicobacter
A00001318,f__Halobacteriaceae
A00002662,c__Actinobacteria
A00002663,g__Sediminibacterium
A00002660,g__Lachnoclostridium
A00002661,g__Neisseria
A00002666,g__Thermoanaerobacterium
A00002667,g__Escherichia
A00002664,f__Xanthomonadaceae
A00002665,g__Rhizobium
A00002668,g__Corynebacterium
A00002669,g__Niabella
A00000800,f__Comamonadaceae
A00000801,p__Dictyoglomi
A00000802,p__Dictyoglomi
A00000803,g__Escherichia
A00000804,g__Escherichia
A00000805,g__Escherichia
A00000806,g__Escherichia
A00000807,g__Escherichia
A00000808,g__Escherichia
A00000809,g__Escherichia
A00004497,f__Spirolinaceae
A00004364,g__Haemophilus
A00004495,f__Nostocaceae
A00004366,f__Rhodobacteraceae
A00004493,o__Chroococcales
A00004492,f__Phormdiaceae
A00004363,g__Vibrio
A00004490,g__Anabaena_Nostoc
A00004369,g__Bacteroides
A00004368,g__Streptococcus
A00004499,g__Thermosynechococcus
A00004498,f__Xenococcaceae
A00002406,g__Thiobacillus
A00002404,g__Escherichia
A00002405,g__Melioribacter
A00002402,g__Pseudomonas
A00002403,g__Streptococcus
A00005360,g__Pseudomonas
A00005361,g__Sinorhizobium_Ensifer
A00005674,g__Acetobacter
A00005368,g__Bacillus
A00005369,g__Nodosilinea
A00005676,g__Bacillus
A00005677,g__Thioalkalivibrio
A00004279,g__Listeria
A00004278,g__Bacillus
A00001579,g__Brucella
A00001578,g__Brucella
A00003759,f__Desulfurellaceae
A00003758,g__Rhizobium
A00003209,g__Parvimonas
A00003208,g__Acinetobacter
A00002003,g__Rickettsia
A00003751,g__Bacillus
A00003753,g__Oligella
A00003752,g__Pseudoxanthomonas
A00003755,g__Desulfotomaculum
A00003754,g__Actinopolyspora
A00003757,g__Rickettsia
A00003756,f__Rhodobacteraceae
A00002001,g__Bradyrhizobium
A00002006,f__Hyphomonadaceae
A00005055,f__Xanthomonadaceae
A00005056,g__Pseudomonas
A00005057,g__Pseudomonas
A00001021,g__Listeria
A00001020,g__Listeria
A00004503,f__Nostocaceae
A00001022,g__Methanothermobacter
A00004505,g__Calothrix
A00004504,g__Cyanobacterium
A00001027,o__Pirellulales
A00001026,g__Pectobacterium
A00004969,g__Thermotoga
A00004968,g__Cycloclasticus
A00004967,g__Bacillus
A00004966,g__Bacillus
A00004965,g__Leptospira
A00004964,g__Bartonella
A00004963,g__Lactobacillus
A00004962,g__Bartonella
A00004961,g__Bartonella
A00004960,g__Streptococcus
A00005454,g__Synechocystis
A00002487,g__Vibrio
A00002484,g__Treponema
A00005457,g__Bacteroides
A00001059,g__Bacillus
A00005450,p__[Coprothermobacteria]
A00005451,f__Ruminococcaceae
A00005452,g__Streptomyces
A00001878,f__Chloroflexaceae
A00001879,g__Porphyromonas
A00001876,g__Helicobacter
A00001877,g__Mucilaginibacter
A00001874,g__Capnocytophaga
A00005453,g__Legionella
A00001872,g__Bilophila
A00001873,g__Campylobacter
A00001870,g__Bacteroides
A00001871,g__Bacteroides
A00000478,g__Yersinia
A00000471,g__Rhodobacter
A00000470,g__Rhodobacter
A00000473,g__Shewanella
A00000472,g__Saccharopolyspora
A00000475,g__Desulfurococcus
A00000474,g__Shewanella
A00000477,g__Streptococcus
A00000476,g__Streptococcus
A00004778,p__SR1
A00004779,g__Leifsonia
A00004772,g__Mycoplasma
A00004773,g__Mycobacterium
A00004770,g__Alteromonas
A00004776,g__Bacillus
A00004777,f__Neisseriaceae
A00004774,o__Clostridiales
A00004775,g__Bacillus
A00005173,g__Leptospira
A00005172,g__Leptospira
A00005171,g__Escherichia
A00005170,g__Helicobacter
A00005177,g__Leptospira
A00005176,g__Mycobacterium
A00005175,g__Escherichia
A00005174,g__Leptospira
A00005179,g__Escherichia
A00005178,g__Staphylococcus
A00001057,g__Bacillus
A00001692,f__Flavobacteriaceae
A00001693n0,f__Aquificaceae
A00001693n1,f__Aquificaceae
A00001690,g__Campylobacter
A00001691,f__Flavobacteriaceae
A00001696,g__Ureaplasma
A00001697,g__Ureaplasma
A00001694,g__Bacteroides
A00001695,g__Bacteroides
A00001698,g__Borrelia
A00001699,g__Borrelia
A00001050,f__Thermoplasmataceae
A00001051,f__Chromatiaceae
A00003434,g__Aggregatibacter
A00003435,g__Campylobacter
A00003436,g__Oceanimonas
A00003921,g__Yersinia
A00003430,o__Bacillales
A00003431,g__Enterococcus
A00003432,g__Mesorhizobium
A00003433,g__Campylobacter
A00003928,g__Cellulomonas
A00003929,g__Brucella
A00003438,g__Mannheimia
A00003439,g__Streptococcus
A00002345,g__Peptoclostridium
A00002344,g__Bacillus
A00002347,g__Bacteroides
A00002346,g__Bifidobacterium
A00002341,g__Spirosoma
A00002340,g__Candidatus_Pelagibacter
A00002343,f__Aurantimonadaceae
A00002342,g__Mycobacterium
A00002349,f__Rhodobacteraceae
A00002348,g__Bradyrhizobium
A00003698,g__Megasphaera
A00003699,o__Thermoanaerobacterales
A00003690,g__Ureaplasma
A00003691,g__Enterococcus
A00003692,g__Mycobacterium
A00003693,g__Selenomonas
A00003694,g__Haemophilus
A00003695,f__Micromonosporaceae
A00003696,g__Clostridium
A00003697,g__Amycolatopsis
A00001033,g__Spirosoma
A00000314,g__Vibrio
A00000315,g__Vibrio
A00000640,f__Peptococcaceae
A00000317,g__Wigglesworthia
A00000310,f__Microbacteriaceae
A00000311,g__Ureaplasma
A00000312,g__Vibrio
A00000313,g__Aliivibrio
A00000648,g__Crocosphaera
A00000649,g__Escherichia
A00000318,g__Wolbachia
A00000319,g__Wolbachia
A00002229,g__Staphylococcus
A00002223,g__Campylobacter
A00001035,f__Leptotrichaceae
A00004167,g__Comamonas
A00004166,g__Rhizobium
A00001997,g__Lactobacillus
A00001996,g__Actinomyces
A00004163,g__Sulfobacillus
A00004162,g__Helicobacter
A00004161,g__Gordonia
A00004160,g__Bradyrhizobium
A00002225,g__Xanthomonas
A00001999,g__Escherichia
A00001998,f__Cyclobacteriaceae
A00004169,g__Rickettsia
A00004168,g__Prevotella
A00005696,g__Lactobacillus
A00005697,g__Octadecabacter
A00005694,g__Lactobacillus
A00005695,g__Lactobacillus
A00005692,g__Streptococcus
A00005693,f__Methylophilaceae
A00005690,g__Escherichia
A00005691,g__Pseudomonas
A00005698,f__Xenococcaceae
A00005699,g__Psychrobacter
A00000866,f__Halobacteriaceae
A00000867,f__Neisseriaceae
A00000864,g__Exiguobacterium
A00000865,o__Gemmatimonadales
A00000862,f__Desulfobacteraceae
A00000863,g__Escherichia
A00000860,g__Corynebacterium
A00000861,g__Deinococcus
A00000868,g__Listeria
A00000869,g__Mycobacterium
A00004349,g__Vibrio
A00004348,g__Borrelia
A00001199,g__Butyrivibrio
A00001198,g__Burkholderia
A00004343,g__Promicromonospora
A00001194,g__Bacillus
A00001197,g__Brevundimonas
A00001196,g__Brachyspira
A00001191,g__Acinetobacter
A00004346,f__Flavobacteriaceae
A00004345,g__Pseudonocardia
A00001192,g__Aggregatibacter
A00003810,g__Lactobacillus
A00003811,g__Streptococcus
A00002975,g__Lactobacillus
A00002648,f__[Acetivibrionaceae]
A00002649,g__Neisseria
A00002640,g__Xanthomonas
A00002641,g__Lactobacillus
A00002642,g__Escherichia
A00002643,g__Neisseria
A00002644,f__Thiotrichaceae
A00002645,g__Mycobacterium
A00002646,c__Actinobacteria
A00002647,g__Ruminococcus
A00003599,g__Escherichia
A00003598,g__Bacillus
A00003593,g__Actinomyces
A00003592,g__Rickettsia
A00003591,g__Klebsiella
A00003590,g__Bacillus
A00003597,g__Citrobacter
A00003596,g__Neisseria
A00003595,g__Clostridium
A00003594,g__Gemella
A00001739,f__Flavobacteriaceae
A00001738,g__Campylobacter
A00001731,g__Bacteroides
A00001730,g__Helicobacter
A00001732,g__Bacteroides
A00001735,g__Borrelia
A00001734,g__Parabacteroides
A00001737,g__Campylobacter
A00001736,g__Bacteroides
A00005438,g__Streptococcus
A00005439,g__Chlamydophila
A00005348,g__Staphylococcus
A00005349,g__Pseudomonas
A00005433,g__Mycoplasma
A00005346,f__[Salsuginibacillaceae]
A00005347,g__Stenotrophomonas
A00005436,g__Leuconostoc
A00005437,g__Chlamydophila
A00005434,g__Mycoplasma
A00005343,f__Rhodospirillales
A00003779,g__Helicobacter
A00003777,g__Corynebacterium
A00003776,g__Alistipes
A00003775,g__Ruminococcus
A00003774,g__Pseudomonas
A00003773,g__Pseudonocardia
A00003772,g__Staphylococcus
A00003771,g__Mesorhizobium
A00003770,g__Bifidobacterium
A00001494,g__Desulfotomaculum
A00001495,f__Coriobacteriaceae
A00001496,g__Klebsiella
A00001497,g__Erysipelothrix
A00004314,g__Providencia
A00004315,g__Shewanella
A00001492,g__Cupriavidus
A00001493,g__Delftia
A00002551,g__Serratia
A00000067,f__Neisseriaceae
A00005375,g__Thioalkalivibrio
A00003819,g__Echinicola
A00002416,g__Blautia
A00002411,g__Arthrobacter
A00000061,g__Chlamydophila
A00002410,g__Lactobacillus
A00004905,g__Streptococcus
A00004904,g__Leptospira
A00004907,g__Leptospira
A00004906,g__Leptospira
A00004901,g__Escherichia
A00002413,g__Campylobacter
A00004903,g__Escherichia
A00004902,g__Escherichia
A00002412,g__Veillonella
A00004909,g__Helicobacter
A00004908,g__Helicobacter
A00002419,g__Bacillus
A00002418,f__Neisseriaceae
A00001854,g__Prevotella
A00001855,g__Prevotella
A00001856,g__Prevotella
A00001857,g__Prevotella
A00001850,g__Chlamydia
A00001851,g__Chlamydia
A00001852,g__Desulfovibrio
A00001853,f__Phormdiaceae
A00001858,g__Mesotoga
A00001859,o__Desulfobacterales
A00000101,g__Francisella
A00000100,g__Francisella
A00000103,g__Frankia
A00000102,g__Frankia
A00000105,g__Geobacillus
A00000104,s__nucleatum
A00000107,g__Geobacter
A00000106,g__Geobacter
A00000109,g__Gluconobacter
A00000108,c__Oxyphotobacteria
A00000455,g__Geobacillus
A00000454,g__Francisella
A00000453,g__Desulfotomaculum
A00000452,f__[Acetivibrionaceae]
A00000451,g__Peptoclostridium
A00000450,g__Burkholderia
A00004750,g__Enterococcus
A00004751,g__Mycoplasma
A00001500,g__Geobacillus
A00001501,f__Alteromonadaceae
A00004754,g__Thioalkalivibrio
A00004755,g__Riemerella
A00004756,g__Enterococcus
A00004757,g__Enterococcus
A00004758,g__Brevibacillus
A00004759,f__Carnobacteriaceae
A00001508,g__Lactobacillus
A00001509,g__Lactobacillus
A00002537,p__Synergistetes
A00002534,g__Streptococcus
A00003908,g__Campylobacter
A00003909,g__Staphylococcus
A00003900,g__Enterococcus
A00003901,g__Clostridium
A00003902,g__Burkholderia
A00003903,g__Bacillus
A00003904,f__Lachnospiraceae
A00003905,g__Campylobacter
A00003906,g__Corynebacterium
A00003907,g__Propionibacterium
A00002369,g__Serratia
A00002368,g__Acinetobacter
A00002363,g__Finegoldia
A00002362,g__Brucella
A00002361,g__Pontibacter
A00002360,g__Streptomyces
A00002367,g__Bacillus
A00002366,g__Desulfonispora
A00002365,g__Azorhizobium
A00002364,g__Actinobacillus
C00000006,p__Armatimonadetes
A00002439,f__Neisseriaceae
A00002438,g__Enterococcus
A00003018,g__Finegoldia
A00003019,f__Promicromonosporaceae
A00003012,f__Veillonellaceae
A00003013,g__Streptomyces
A00003010,g__Pseudomonas
A00003011,g__Ectothiorhodospira
A00003016,g__Pseudomonas
A00003017,g__Staphylococcus
A00003014,f__Cytophagaceae
A00003015,g__Streptococcus
A00000668,f__Opitutaceae
A00000669,g__Polynucleobacter
A00000660,f__Comamonadaceae
A00000661,g__Leuconostoc
A00000662,g__Lysinibacillus
A00000663,g__Methylobacterium
A00000664,g__Methylobacterium
A00000665,o__Chroococcales
A00000666,g__Mycobacterium
A00000667,g__Mycobacterium
A00000598,f__Alcaligenaceae
A00000599,g__Brucella
A00000596,g__Bacillus
A00000597,g__Bartonella
A00000594,g__Alkaliphilus
A00000595,g__Azorhizobium
A00000592,g__Yersinia
A00000593,g__Acaryochloris
A00000590,g__Vibrio
A00000591,g__Xanthobacter
A00002433,g__Streptococcus
A00002432,g__Clostridium
A00002431,g__Streptococcus
A00001223,g__Lactobacillus
A00004109,g__Desulfotomaculum
A00004108,g__Methylocella
A00001222,f__Sulfolobaceae
A00004105,g__Streptococcus
A00004104,c__Acidobacteriia
A00004107,g__Streptomyces
A00004106,g__Burkholderia
A00004101,g__Pseudoxanthomonas
A00004100,g__Roseovarius
A00004103,g__Lachnoclostridium
A00004102,g__Campylobacter
A00001220,g__Herbaspirillum
A00001227,g__Methanothermobacter
A00002430,g__Lactobacillus
A00001226,f__Methanomicrobiaceae
A00000848,g__Bacillus
A00004617,g__Helicobacter
A00000844,g__Anaplasma
A00000845,g__Pseudomonas
A00000846,g__Bacillus
A00004616,g__Mycobacterium
A00000840,g__Ureaplasma
A00000841,g__Vibrio
A00000842,g__Acidobacterium
A00000843,g__Caldicellulosiruptor
A00001887,g__Bacteroides
A00001886,g__Treponema
A00001229,g__Mobiluncus
A00001228,g__Micromonospora
A00002436,g__Pseudoflavonifractor
A00004439,f__Methylococcaceae
A00003632,g__Edwardsiella
A00001403,g__Escherichia
A00002998,g__Thermotoga
A00002999,g__Campylobacter
A00002628,g__Vibrio
A00004430,c__Deltaproteobacteriae1
A00002626,g__Streptomyces
A00002627,g__Enterococcus
A00002624,g__Ruminococcus
A00002625,g__Corynebacterium
A00002622,g__Campylobacter
A00001401,g__Enterococcus
A00002620,g__Campylobacter
A00002993,g__Neisseria
A00003571,g__Desulfotomaculum
A00003570,g__Flavonifractor
A00003573,p__Synergistetes
A00001400,g__Enterococcus
A00003575,g__Corynebacterium
A00003574,g__Campylobacter
A00003577,g__Campylobacter
A00003576,g__Propionibacterium
A00003579,g__Bradyrhizobium
A00001407,g__Eubacterium
A00001406,g__Allobaculum
A00001405,g__Escherichia
A00001719,g__Borrelia
A00001718,g__Borrelia
A00001717,g__Borrelia
A00001716,g__Bacteroides
A00001715,f__[Chthoniobacteraceae]
A00001714,g__Bacteroides
A00001713,g__Borrelia
A00001712,g__Borrelia
A00001711,o__Gemmatales
A00001710,g__Borrelia
A00002194,g__Listeria
A00002195,g__Salmonella
A00002196,g__Azospirillum
A00002197,g__Corynebacterium
A00002190,g__Spirosoma
A00002191,g__Peptoclostridium
A00002192,g__Ureaplasma
A00002193,g__Saccharibacillus
A00005418,g__Salmonella
A00005419,g__Salmonella
A00002198,g__Rickettsia
A00002199,g__Mycobacterium
A00003715,f__Cytophagaceae
A00003714,g__Mycobacterium
A00003717,g__Turicibacter
A00003711,g__Desulfosporosinus
A00003710,g__Staphylococcus
A00003712,g__Candidatus_Pelagibacter
A00003719,g__Pseudomonas
A00003718,g__Vibrio
A00004929,g__Algoriphagus
A00004928,g__Thioalkalivibrio
A00004923,g__Bacillus
A00004922,g__Riemerella
A00004921,g__Mycobacterium
A00004920,g__Salinispora
A00004927,g__Thioalkalivibrio
A00004926,g__Pseudomonas
A00004925,g__Chlamydophila
A00004924,g__Staphylococcus
A00003998,g__Halomonas
A00003996,g__Veillonella
A00005256,g__Escherichia
A00005257,g__Escherichia
A00005254,g__Escherichia
A00005255,g__Escherichia
A00005252,g__Escherichia
A00005253,g__Escherichia
A00005250,g__Escherichia
A00005251,g__Streptococcus
A00005258,g__Arthrobacter
A00005259,g__Gordonia
A00000127,g__Lactobacillus
A00000126,g__Lactobacillus
A00000125,g__Lactobacillus
A00000124,f__Rhodobacteraceae
A00000123,g__Idiomarina
