tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
s__aphidicola,g__Buchnera,species,s__aphidicola,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Buchnera,s__aphidicola
g__Edwardsiella,f__Enterobacteriaceae,genus,g__Edwardsiella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Edwardsiella,
f__Carnobacteriaceae,o__Lactobacillales,family,f__Carnobacteriaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,,
g__Granulicatella,f__Carnobacteriaceae,genus,g__Granulicatella,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Granulicatella,
f__Sutterellaceae,o__Burkholderiales,family,f__Sutterellaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Sutterellaceae,,
g__Sutterella,f__Sutterellaceae,genus,g__Sutterella,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__Sutterella,
g__Desulfurivibrio,f__Desulfobulbaceae,genus,g__Desulfurivibrio,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteriae1,o__Desulfobacterales,f__Desulfobulbaceae,g__Desulfurivibrio,
c__Dehalococcoidetes,p__Chloroflexi,class,c__Dehalococcoidetes,Root,k__Bacteria,p__Chloroflexi,c__Dehalococcoidetes,,,,
o__Dehalococcoidales,c__Dehalococcoidetes,order,o__Dehalococcoidales,Root,k__Bacteria,p__Chloroflexi,c__Dehalococcoidetes,o__Dehalococcoidales,,,
f__Dehalococcoidaceae,o__Dehalococcoidales,family,f__Dehalococcoidaceae,Root,k__Bacteria,p__Chloroflexi,c__Dehalococcoidetes,o__Dehalococcoidales,f__Dehalococcoidaceae,,
g__Dehalococcoides,f__Dehalococcoidaceae,genus,g__Dehalococcoides,Root,k__Bacteria,p__Chloroflexi,c__Dehalococcoidetes,o__Dehalococcoidales,f__Dehalococcoidaceae,g__Dehalococcoides,
c__Opitutae,p__Verrucomicrobia,class,c__Opitutae,Root,k__Bacteria,p__Verrucomicrobia,c__Opitutae,,,,
o__Puniceicoccales,c__Opitutae,order,o__Puniceicoccales,Root,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__Puniceicoccales,,,
f__Puniceicoccaceae,o__Puniceicoccales,family,f__Puniceicoccaceae,Root,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__Puniceicoccales,f__Puniceicoccaceae,,
g__Erwinia,f__Enterobacteriaceae,genus,g__Erwinia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Erwinia,
p__MSB-4H9,k__Bacteria,phylum,p__MSB-4H9,Root,k__Bacteria,p__MSB-4H9,,,,,
c__[Vecturitrichia],p__[Modulibacteria],class,c__[Vecturitrichia],Root,k__Bacteria,p__[Modulibacteria],c__[Vecturitrichia],,,,
o__[Vecturitrichales],c__[Vecturitrichia],order,o__[Vecturitrichales],Root,k__Bacteria,p__[Modulibacteria],c__[Vecturitrichia],o__[Vecturitrichales],,,
f__[Vecturitrichaceae],o__[Vecturitrichales],family,f__[Vecturitrichaceae],Root,k__Bacteria,p__[Modulibacteria],c__[Vecturitrichia],o__[Vecturitrichales],f__[Vecturitrichaceae],,
g__Candidatus_Vecturithrix,f__[Vecturitrichaceae],genus,g__Candidatus_Vecturithrix,Root,k__Bacteria,p__[Modulibacteria],c__[Vecturitrichia],o__[Vecturitrichales],f__[Vecturitrichaceae],g__Candidatus_Vecturithrix,
g__Coprococcus,f__Lachnospiraceae,genus,g__Coprococcus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,
g__Sphingobium,f__Sphingomonadaceae,genus,g__Sphingobium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,
c__Cloacamonetes,p__FCB,class,c__Cloacamonetes,Root,k__Bacteria,p__FCB,c__Cloacamonetes,,,,
o__Hydrogenophilales,c__Betaproteobacteria,order,o__Hydrogenophilales,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Hydrogenophilales,,,
f__Hydrogenophilaceae,o__Hydrogenophilales,family,f__Hydrogenophilaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Hydrogenophilales,f__Hydrogenophilaceae,,
g__Thiobacillus,f__Hydrogenophilaceae,genus,g__Thiobacillus,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Hydrogenophilales,f__Hydrogenophilaceae,g__Thiobacillus,
p__Patescobacteria,k__Bacteria,phylum,p__Patescobacteria,Root,k__Bacteria,p__Patescobacteria,,,,,
c__Parcubacteria_OD1,p__Patescobacteria,class,c__Parcubacteria_OD1,Root,k__Bacteria,p__Patescobacteria,c__Parcubacteria_OD1,,,,
c__Marinomicrobia_SAR406,p__FCB,class,c__Marinomicrobia_SAR406,Root,k__Bacteria,p__FCB,c__Marinomicrobia_SAR406,,,,
f__Brevibacteriaceae,o__Micrococcales,family,f__Brevibacteriaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Brevibacteriaceae,,
g__Brevibacterium,f__Brevibacteriaceae,genus,g__Brevibacterium,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Brevibacteriaceae,g__Brevibacterium,
f__SB-1,o__Bacteroidales,family,f__SB-1,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__SB-1,,
f__Syntrophomonadaceae,o__Clostridiales,family,f__Syntrophomonadaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Syntrophomonadaceae,,
g__Syntrophomonas,f__Syntrophomonadaceae,genus,g__Syntrophomonas,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Syntrophomonadaceae,g__Syntrophomonas,
s__rectale,g__Eubacterium,species,s__rectale,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Eubacterium,s__rectale
p__Nitrospinae,k__Bacteria,phylum,p__Nitrospinae,Root,k__Bacteria,p__Nitrospinae,,,,,
g__Megamonas,f__Veillonellaceae,genus,g__Megamonas,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Megamonas,
g__Microbacterium,f__Microbacteriaceae,genus,g__Microbacterium,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,
f__Hahellaceae,o__Oceanospirillales,family,f__Hahellaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Hahellaceae,,
g__Hahella,f__Hahellaceae,genus,g__Hahella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Hahellaceae,g__Hahella,
f__Synechococcaceae,o__Synechococcales,family,f__Synechococcaceae,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Synechococcales,f__Synechococcaceae,,
f__Thermomonosporaceae,o__Streptosporangiales,family,f__Thermomonosporaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Thermomonosporaceae,,
g__Actinomadura,f__Thermomonosporaceae,genus,g__Actinomadura,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Thermomonosporaceae,g__Actinomadura,
f__Cyanobacteriaceae,o__Chroococcales,family,f__Cyanobacteriaceae,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chroococcales,f__Cyanobacteriaceae,,
g__Cyanobacterium,f__Cyanobacteriaceae,genus,g__Cyanobacterium,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chroococcales,f__Cyanobacteriaceae,g__Cyanobacterium,
s__pseudintermedius,g__Staphylococcus,species,s__pseudintermedius,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__pseudintermedius
s__bifidum,g__Bifidobacterium,species,s__bifidum,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__bifidum
f__Oxalobacteraceae,o__Burkholderiales,family,f__Oxalobacteraceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,,
g__Massilia,f__Oxalobacteraceae,genus,g__Massilia,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,
o__DRC31,c__Anaerolineae,order,o__DRC31,Root,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__DRC31,,,
o__[Dermatophilales],c__Actinobacteria,order,o__[Dermatophilales],Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__[Dermatophilales],,,
f__Intrasporangiaceae,o__[Dermatophilales],family,f__Intrasporangiaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__[Dermatophilales],f__Intrasporangiaceae,,
g__Hafnia,f__Enterobacteriaceae,genus,g__Hafnia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Hafnia,
f__[Salsuginibacillaceae],o__Bacillales,family,f__[Salsuginibacillaceae],Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__[Salsuginibacillaceae],,
o__Oscillatoriales,c__Oxyphotobacteria,order,o__Oscillatoriales,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Oscillatoriales,,,
f__Phormdiaceae,o__Oscillatoriales,family,f__Phormdiaceae,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Oscillatoriales,f__Phormdiaceae,,
g__Asticcacaulis,f__Caulobacteraceae,genus,g__Asticcacaulis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,
s__crispatus,g__Lactobacillus,species,s__crispatus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__crispatus
g__Anaerococcus,f__[Tissierellaceae],genus,g__Anaerococcus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Anaerococcus,
f__Alicyclobacillaceae,o__Bacillales,family,f__Alicyclobacillaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,,
g__Alicyclobacillus,f__Alicyclobacillaceae,genus,g__Alicyclobacillus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Alicyclobacillus,
g__Arcanobacterium,f__Actinomycetaceae,genus,g__Arcanobacterium,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Arcanobacterium,
g__Roseburia,f__Lachnospiraceae,genus,g__Roseburia,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,
c__Calesconetes_EM19,p__Bacteria,class,c__Calesconetes_EM19,Root,k__Bacteria,p__Bacteria,c__Calesconetes_EM19,,,,
c__Thermotogaee1,p__Bacteria,class,c__Thermotogaee1,Root,k__Bacteria,p__Bacteria,c__Thermotogaee1,,,,
o__Thermotogae,c__Thermotogaee1,order,o__Thermotogae,Root,k__Bacteria,p__Bacteria,c__Thermotogaee1,o__Thermotogae,,,
f__Thermotogales,o__Thermotogae,family,f__Thermotogales,Root,k__Bacteria,p__Bacteria,c__Thermotogaee1,o__Thermotogae,f__Thermotogales,,
g__Thermotogaceae,f__Thermotogales,genus,g__Thermotogaceae,Root,k__Bacteria,p__Bacteria,c__Thermotogaee1,o__Thermotogae,f__Thermotogales,g__Thermotogaceae,
s__Fervidobacterium,g__Thermotogaceae,species,s__Fervidobacterium,Root,k__Bacteria,p__Bacteria,c__Thermotogaee1,o__Thermotogae,f__Thermotogales,g__Thermotogaceae,s__Fervidobacterium
c__Aminacena_OP8,p__Bacteria,class,c__Aminacena_OP8,Root,k__Bacteria,p__Bacteria,c__Aminacena_OP8,,,,
c__Gracilibacteria_GN02,p__Patescobacteria,class,c__Gracilibacteria_GN02,Root,k__Bacteria,p__Patescobacteria,c__Gracilibacteria_GN02,,,,
c__Microgenomates_OP11,p__Patescobacteria,class,c__Microgenomates_OP11,Root,k__Bacteria,p__Patescobacteria,c__Microgenomates_OP11,,,,
c__Atribacteria_OP9,p__Bacteria,class,c__Atribacteria_OP9,Root,k__Bacteria,p__Bacteria,c__Atribacteria_OP9,,,,
s__mutans,g__Streptococcus,species,s__mutans,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__mutans
g__Erysipelatoclostridium,f__Erysipelotrichaceae,genus,g__Erysipelatoclostridium,Root,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelatoclostridium,
f__Streptosporangiaceae,o__Streptosporangiales,family,f__Streptosporangiaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,,
c__Verruco-5,p__Verrucomicrobia,class,c__Verruco-5,Root,k__Bacteria,p__Verrucomicrobia,c__Verruco-5,,,,
o__DTB120,c__Deltaproteobacteriae1,order,o__DTB120,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteriae1,o__DTB120,,,
g__Clavibacter,f__Microbacteriaceae,genus,g__Clavibacter,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Clavibacter,
s__michiganensis,g__Clavibacter,species,s__michiganensis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Clavibacter,s__michiganensis
o__HOC36,c__Gammaproteobacteria,order,o__HOC36,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__HOC36,,,
o__Opitutales,c__Opitutae,order,o__Opitutales,Root,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__Opitutales,,,
f__Opitutaceae,o__Opitutales,family,f__Opitutaceae,Root,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__Opitutales,f__Opitutaceae,,
g__Loktanella,f__Rhodobacteraceae,genus,g__Loktanella,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Loktanella,
s__butyricum,g__Clostridium,species,s__butyricum,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__butyricum
s__invisus,g__Dialister,species,s__invisus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Dialister,s__invisus
g__Dehalobacter,f__Peptococcaceae,genus,g__Dehalobacter,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Dehalobacter,
s__restrictus,g__Dehalobacter,species,s__restrictus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Dehalobacter,s__restrictus
s__stutzeri,g__Pseudomonas,species,s__stutzeri,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__stutzeri
g__Collinsella,f__Coriobacteriaceae,genus,g__Collinsella,Root,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,
g__Ammonifex,f__Peptococcaceae,genus,g__Ammonifex,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Ammonifex,
s__degensii,g__Ammonifex,species,s__degensii,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Ammonifex,s__degensii
s__aurantia,g__Spirochaeta,species,s__aurantia,Root,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Spirochaeta,s__aurantia
g__Pasteurella,f__Pasteurellaceae,genus,g__Pasteurella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Pasteurella,
g__Sphingomonas,f__Sphingomonadaceae,genus,g__Sphingomonas,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,
f__Idiomarinaceae,o__Alteromonadales,family,f__Idiomarinaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,,
g__Idiomarina,f__Idiomarinaceae,genus,g__Idiomarina,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,g__Idiomarina,
s__gasseri,g__Lactobacillus,species,s__gasseri,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__gasseri
g__Allobaculum,f__Erysipelotrichaceae,genus,g__Allobaculum,Root,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Allobaculum,
f__[Sporolactobacillaceae],o__Bacillales,family,f__[Sporolactobacillaceae],Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__[Sporolactobacillaceae],,
g__Sporolactobacillus,f__[Sporolactobacillaceae],genus,g__Sporolactobacillus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__[Sporolactobacillaceae],g__Sporolactobacillus,
s__nexile,g__Lachnoclostridium,species,s__nexile,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__nexile
p__Nanoarchaeota,k__Archaea,phylum,p__Nanoarchaeota,Root,k__Archaea,p__Nanoarchaeota,,,,,
f__Methanosarcinaceae,o__Methanosarcinales,family,f__Methanosarcinaceae,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,,
g__Methanosarcina,f__Methanosarcinaceae,genus,g__Methanosarcina,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,
f__Methanocaldococcaceae,o__Methanococcales,family,f__Methanocaldococcaceae,Root,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanocaldococcaceae,,
g__Methanocaldococcus,f__Methanocaldococcaceae,genus,g__Methanocaldococcus,Root,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanocaldococcaceae,g__Methanocaldococcus,
g__Cytophaga,f__Cytophagaceae,genus,g__Cytophaga,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Cytophaga,
f__Coxiellaceae,o__Legionellales,family,f__Coxiellaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,,
g__Coxiella,f__Coxiellaceae,genus,g__Coxiella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Coxiella,
s__burnetii,g__Coxiella,species,s__burnetii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Coxiella,s__burnetii
f__Pseudoalteromonadaceae,o__Alteromonadales,family,f__Pseudoalteromonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Pseudoalteromonadaceae,,
g__Syntrophus,f__Syntrophaceae,genus,g__Syntrophus,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteriae1,o__Syntrophobacterales,f__Syntrophaceae,g__Syntrophus,
g__Thermosynechococcus,f__Acaryochloridaceae,genus,g__Thermosynechococcus,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Synechococcales,f__Acaryochloridaceae,g__Thermosynechococcus,
o__Gallionellales,c__Betaproteobacteria,order,o__Gallionellales,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Gallionellales,,,
f__Gallionellaceae,o__Gallionellales,family,f__Gallionellaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Gallionellales,f__Gallionellaceae,,
f__Ferrimonadaceae,o__Alteromonadales,family,f__Ferrimonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Ferrimonadaceae,,
g__Ferrimonas,f__Ferrimonadaceae,genus,g__Ferrimonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Ferrimonadaceae,g__Ferrimonas,
g__Dickeya,f__Enterobacteriaceae,genus,g__Dickeya,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Dickeya,
g__Methylotenera,f__Methylophilaceae,genus,g__Methylotenera,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__Methylophilaceae,g__Methylotenera,
g__Niabella,f__Chitinophagaceae,genus,g__Niabella,Root,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__Niabella,
o__Thermales,c__Deinococci,order,o__Thermales,Root,k__Bacteria,p__Thermi,c__Deinococci,o__Thermales,,,
f__Thermaceae,o__Thermales,family,f__Thermaceae,Root,k__Bacteria,p__Thermi,c__Deinococci,o__Thermales,f__Thermaceae,,
g__Meiothermus,f__Thermaceae,genus,g__Meiothermus,Root,k__Bacteria,p__Thermi,c__Deinococci,o__Thermales,f__Thermaceae,g__Meiothermus,
g__Thermocrispum,f__Pseudonocardiaceae,genus,g__Thermocrispum,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Thermocrispum,
s__polyisoprenivorans,g__Gordonia,species,s__polyisoprenivorans,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Gordoniaceae,g__Gordonia,s__polyisoprenivorans
g__Desulfotomaculum,f__Peptococcaceae,genus,g__Desulfotomaculum,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Desulfotomaculum,
g__Crocosphaera,f__Cyanobacteriaceae,genus,g__Crocosphaera,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chroococcales,f__Cyanobacteriaceae,g__Crocosphaera,
f__Marinilabiaceae,o__Bacteroidales,family,f__Marinilabiaceae,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Marinilabiaceae,,
c__MSBL2,p__Cloacimonetes,class,c__MSBL2,Root,k__Bacteria,p__Cloacimonetes,c__MSBL2,,,,
p__Terrabacteria,k__Bacteria,phylum,p__Terrabacteria,Root,k__Bacteria,p__Terrabacteria,,,,,
p__Archaea,k__Archaea,phylum,p__Archaea,Root,k__Archaea,p__Archaea,,,,,
o__RB41,c__Acidobacteriia,order,o__RB41,Root,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__RB41,,,
g__Wigglesworthia,f__Enterobacteriaceae,genus,g__Wigglesworthia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Wigglesworthia,
f__Desulfuromonadaceae,o__Desulfuromonadales,family,f__Desulfuromonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteriae1,o__Desulfuromonadales,f__Desulfuromonadaceae,,
g__Butyrivibrio,f__Lachnospiraceae,genus,g__Butyrivibrio,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Butyrivibrio,
s__crossotus,g__Butyrivibrio,species,s__crossotus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Butyrivibrio,s__crossotus
g__Chlamydophila,f__Chlamydiaceae,genus,g__Chlamydophila,Root,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydophila,
s__pneumoniaee1,g__Chlamydophila,species,s__pneumoniaee1,Root,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydophila,s__pneumoniaee1
o__[Cellulomonadales],c__Actinobacteria,order,o__[Cellulomonadales],Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__[Cellulomonadales],,,
f__Promicromonosporaceae,o__[Cellulomonadales],family,f__Promicromonosporaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__[Cellulomonadales],f__Promicromonosporaceae,,
g__Promicromonospora,f__Promicromonosporaceae,genus,g__Promicromonospora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__[Cellulomonadales],f__Promicromonosporaceae,g__Promicromonospora,
